"file.text","file.place_full_name","file.geo_coords","file.coords_coords"
"Near 19hour intermittent fast today!<U+0001F60A> #IF #lifefastingapp #fasting #intermittentfasting #fatloss #health @ Castro Valley, California https://t.co/40fT6s09Cq","Castro Valley, CA","37.695 -122.0739","-122.0739 37.695"
"<U+0001F633><U+0001F633><U+0001F633><U+0001F622><U+0001F622><U+0001F622> My Lord donâ€™t do it to me. #vegetarian #vegan #meat #dairy #change #imnotperfect #knowbetterdobetter  #yikes #cravings #health #letgo @ Huntsville, Alabama https://t.co/gFQCY8rnaL","Huntsville, AL","34.7123 -86.5963","-86.5963 34.7123"
"St. Joseph Health is hiring in Napa, CA! Read about our latest #health job opening via the link in our bio: Lead Palliative Care Social Worker #palliative","Napa, CA","38.3 -122.28","-122.28 38.3"
"Learned self injection <U+2695><U+FE0F> 
Glad this is covered <U+0001F4B2>
#meds #health #Canadian #healthcare #medical @ Shoppers Drug Mart https://t.co/I4rptf45nB","Ottawa, Ontario","45.35511014 -75.64464033","-75.64464033 45.35511014"
"Finishing The Night Right W/ Coach Andrew<U+0001F94A>Let Out Some Aggression &amp; Stimulate The Shred<U+0001F4AA><U+0001F3FB>Every Week 5:45pm &amp; Saturdayâ€™s 10am, Contact For More Info<U+0001F44F><U+0001F3FB> #studio #fitness #boutique #healthâ€¦ https://t.co/z1Fco0uNSs","Fairport, NY","43.10644 -77.44104","-77.44104 43.10644"
"<U+26A1><U+FE0F><U+0001F94A> another day of mma training
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
#health #workout #bjj #exercise #mmatraining #boxinglife #fightlife #jiujitsukids #boxingworkout #mmafighterâ€¦ https://t.co/XLWdu3EVhI","St Petersburg, FL","27.7706 -82.6794","-82.6794 27.7706"
"Nervous to apply for a job like ""Community Planner"" at Federal Aviation Administration? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Safety #Health","Atlanta, GA","33.7489954 -84.3879824","-84.3879824 33.7489954"
"This job might be a great fit for you: Community Planner - https://t.co/1rB8bEEKL8 #Safety #Health","Atlanta, GA","33.7489954 -84.3879824","-84.3879824 33.7489954"
"#gymlife #workout #fitnessaddict #mensfashion #fashionista #bodybuilding #gymmotivation #friends #black #happy #muscle #smile<U+0001F60A> #health #luxurylife #fashion #life #body #fit #strongâ€¦ https://t.co/fhr80Fq6Sy","Paradise, NV","36.1096802 -115.174166","-115.174166 36.1096802"
"Nervous to apply for a job like ""Physician Assistant Cardiothoracic Surgery"" at Providence Health &amp; Services? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #health #Missoula, MT","Missoula, MT","46.8500521 -113.9869641","-113.9869641 46.8500521"
"PESFIT 

Power Endurance System 
â€œHealth &amp; Performanceâ€ 

No matter your goals, we got you! 

#pesfit #gym #health #weightloss #youthathletics #personaltraining #yoga #mma #conditioningâ€¦ https://t.co/qR8cKPcs7v","Virginia, USA","37.37104 -76.77664","-76.77664 37.37104"
"Iâ€™m so excited for this!
<U+2800><U+2800><U+2800><U+2800>
#optimizingnutritionthroughexercise
#nutrition #exercise #health #cardio #push #kinesiology #uoft #universityoftoronto @ Goldring Centre for High Performanceâ€¦ https://t.co/QMwqF78IOt","Toronto, Ontario","43.66694444 -79.39833333","-79.39833333 43.66694444"
"Melia. Another sweet child eating a free healthy meal this week.  So adorable.  Her family was celebrating a birthday.  #healthyfood #nutritionmonth #health #plantbased @ GreenSpace Cafe https://t.co/Caif9mQrTP","Ferndale, MI","42.46023466 -83.13653085","-83.13653085 42.46023466"
"Want to work in #Olympia, WA? View our latest opening: https://t.co/lbQBJ1SklJ #health","Olympia, WA","47.04 -122.89","-122.89 47.04"
"Providence Health &amp; Services is hiring in #Olympia, WA! Read about our latest #health job opening via the link in our bio: MRI Technologist","Olympia, WA","47.04 -122.89","-122.89 47.04"
"How to relax muscles before getting adjusted?! Do you prefer a machine or would you rather have a massage? Share your preference with us #wellness #tuesdaymotivation #healthâ€¦ https://t.co/VdsTtK1Ix8","Portland, OR","45.53292 -122.62846","-122.62846 45.53292"
"el lÃ­mite del perro #draw #ilustracion #perro #sick #inkdrawing #risk #deathvalley #mexico #lonely #bdsm #party en Mexico City, Mexico https://t.co/e8RgK64yvS","CuauhtÃ©moc, Distrito Federal","19.4326 -99.1332","-99.1332 19.4326"
"Don't submit then quit. Apply for jobs like ""Principal Network Engineer"" at St. Joseph Health, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio. #health #SinCity","Las Vegas, NV","36.1462673 -115.1829873","-115.1829873 36.1462673"
"Your already on social media, ya might as well make some money 
#ctfo #cbd #residualincome #investment #weightloss #industry #socialmedia #insatagram #health @ Wakefield, Massachusetts https://t.co/WQVcVkhLIt","Wakefield, MA","42.5013 -71.0713","-71.0713 42.5013"
"This is what my lunch break looks like. What does yours look like? 
.
.
.

#fitnessmotivation #fitness #fitdad #fitaddict #sweat #wod #gym #health #smartchoices #nike #training #swooshâ€¦ https://t.co/mImdyOQoyT","Manhattan, NY","40.7662001 -73.9628013","-73.9628013 40.7662001"
"VNSNY offers comprehensive benefits to help you take charge of your #health and that of your family. Apply to our new open job and read more about additional benefits and #workperks here: Per Diem Psychiatric Social Worker, Bronx Mobile Crisis Team https://t.co/rhvOod4eO2","Bronx, NY","40.8447819 -73.8648268","-73.8648268 40.8447819"
"Stocked. 
-
-
-
-
-
-
#mindfulness #fullfridge #vegan #veganfood #veganrecipes #veggies #vegetables #avocado #health #food #yum #abundance #like #eat #foodie #insta #instapic #instadailyâ€¦ https://t.co/XQReyHixVc","Worcester, MA","42.3 -71.8","-71.8 42.3"
"#sick @ Oakland, California https://t.co/V6auZoRuHl","Oakland, CA","37.8029 -122.2721","-122.2721 37.8029"
"#awesome is having tissuepuffs delivered to your door on a #sick day. Feeling #grateful my hubby surprised me with a @shipt subscription for the year. <U+0001F49C> #gethealthy #breathe @â€¦ https://t.co/AGGB0spK0d","Chesterfield, MO","38.6534 -90.5543","-90.5543 38.6534"
"Dear 50 lb. sandbag,
You ain't nothin.'
Sincerely, Me <U+0001F4AA><U+0001F3FC>
.
#thisis44 #workout #fitness #health #wellness #strength #strong #heavyish #sandbag #gymtime #work #carry #lunge #row #ergskierâ€¦ https://t.co/mffKVDOvsS","Oakland, CA","37.805349 -122.2907131","-122.2907131 37.805349"
"WASSUP Yâ€™ALL WE GOT A MUTHALOVINâ€™ #STACHEBATTLE IN DA HOUSE! #SICK Thatâ€™s rightâ€” we need YOU to vote on whose â€˜stache reigns supreme, and whose shaver-favored flavor savor needs to beâ€¦ https://t.co/fw7KTg9LC9","Atmore, AL","31.01333 -87.48763","-87.48763 31.01333"
"Tuesday thoughts. #inspiration #success #health #wellness #trusttheprocess #stress #focus #discipline #wisdom #nepa #wilkesbarre #kingstonpa #scranton #poconos @ Power Chiropractic Healthâ€¦ https://t.co/iRCnu5J5r2","Pennsylvania, USA","41.2345256 -75.9244453","-75.9244453 41.2345256"
"Feeling so much #gratitude and #love after an amazing weekend of Level 2 training with @warriorsatease  at guiding_wellness in order to support the #health and #healing of service members,â€¦ https://t.co/wOe5IRMHZF","Fayetteville, NC","35.0381 -79.01358","-79.01358 35.0381"
"@jtabtraining back at it! <U+0001F4AA><U+0001F4AA> #health @ Onelife Fitness - Crabapple https://t.co/dsKuaGDgqq","Alpharetta, GA","34.0825699 -84.3557","-84.3557 34.0825699"
